avaliacao_media,categoria,cores_disponiveis,data_coleta,desconto_percentual,drop,em_estoque,genero,loja,marca,material_cabedal,modelo,peso,preco,preco_original,qtd_avaliacoes,tamanhos_disponiveis,tecnologia,tipo_fecho,tipo_sola,url_imagem,url_produto
4.6,Corrida de Rua,,2025-10-31,,,Disponível,Masculino,Amazon,NIKE,Malha,NIKE Tênis de corrida masculino Air Winflo 11,,599.99,37.15,71,,,Cadarço,Borracha,https://m.media-amazon.com/images/I/81IOFPa9aOL._AC_SX395_SY395_QL70_ML2_.jpg,https://www.amazon.com.br/NIKE-corrida-masculino-BRANCO-AZUL-B%C3%81LTICO/dp/B0D7YTCKGS/ref=sr_1_272?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-272&ufe=app_do%3Aamzn1.fos.cede3968-0a01-4da7-b7fa-174ca17dae70&xpid=ERuU6uEzXaAxz
,Corrida de Rua,,2025-10-31,,,Disponível,,Amazon,ASICS,Malha,Tênis Asics Gel Pulse 16 SE,,861.5,37.15,,,Gel,Cadarço,Borracha,https://m.media-amazon.com/images/I/51vJbBwt7tL._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/Tenis-Asics-Gel-pulse-16-Preto/dp/B0F9Q18WVR/ref=is_sr_s_dp_4?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-271&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751&xpid=ERuU6uEzXaAxz
,Corrida de Rua,,2025-10-31,,,Disponível,,Amazon,ASICS,Malha,Tênis Asics Gel Pulse 16 SE,,644.2,37.15,,,Gel,Cadarço,Borracha,https://m.media-amazon.com/images/I/519is8K49SL._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/Tenis-Asics-Gel-pulse-16-Preto/dp/B0F9PVNW1Y/ref=is_sr_dp_1?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-271&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751&xpid=ERuU6uEzXaAxz
,Corrida de Rua,,2025-10-31,,,Disponível,,Amazon,ASICS,Malha,Tênis Asics Gel Pulse 16 SE,,644.2,37.15,,,Gel,Cadarço,Borracha,https://m.media-amazon.com/images/I/519is8K49SL._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/Tenis-Asics-Gel-pulse-16-Preto/dp/B0F9PVNW1Y/ref=sr_1_271?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-271&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751&xpid=ERuU6uEzXaAxz
4.8,Tênis Casuais,,2025-10-31,,,Disponível,Masculino,Amazon,Under Armour,Sintético,Under Armour Tênis Masculino UA Hit SE,,379.0,37.15,22,,,Cadarço,Borracha,https://m.media-amazon.com/images/I/61fNuMpWimL._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/T%C3%AAnis-Masculino-Under-Armour-Preto/dp/B0DHSMSFJR/ref=is_sr_s_dp_4?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-270&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678&xpid=ERuU6uEzXaAxz
4.8,Corrida de Rua,,2025-10-31,,,Disponível,Masculino,Amazon,Under Armour,Sintético,Under Armour Tênis Masculino UA Hit SE,,329.99,37.15,22,,,Cadarço,Borracha,https://m.media-amazon.com/images/I/51GJe6Z+h9L._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/T%C3%AAnis-Masculino-Under-Armour-Preto/dp/B0DK9RMJZM/ref=is_sr_s_dp_1?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-270&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678&xpid=ERuU6uEzXaAxz
4.8,Corrida de Rua,,2025-10-31,,,Disponível,Masculino,Amazon,Under Armour,Sintético,Under Armour Tênis Masculino UA Hit SE,,329.99,37.15,22,,,Cadarço,Borracha,https://m.media-amazon.com/images/I/51GJe6Z+h9L._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/T%C3%AAnis-Masculino-Under-Armour-Preto/dp/B0DK9RMJZM/ref=sr_1_270?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-270&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678&xpid=ERuU6uEzXaAxz
4.1,Corrida de Rua,,2025-10-31,,,Disponível,Feminino,Amazon,QIJGS,Malha,"QIJGS Tênis de corrida feminino, esportivo, caminhada, treino, corrida, leve, confortável e relaxado",,158.88,37.15,7,,,Cadarço,Acetato vinilo de etileno,https://m.media-amazon.com/images/I/71HbNo3P+jL._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/QIJGS-feminino-esportivo-caminhada-confort%C3%A1vel/dp/B0F3XLT121/ref=is_sr_s_dp_3?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-269&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12&xpid=ERuU6uEzXaAxz
4.1,Corrida de Rua,,2025-10-31,,,Disponível,Feminino,Amazon,QIJGS,Malha,"QIJGS Tênis de corrida feminino, esportivo, caminhada, treino, corrida, leve, confortável e relaxado",,154.7,37.15,7,,,Cadarço,Acetato vinilo de etileno,https://m.media-amazon.com/images/I/71AMOdDkeZL._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/QIJGS-feminino-esportivo-caminhada-confort%C3%A1vel/dp/B0F3XKHCQ4/ref=is_sr_s_dp_2?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-269&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12&xpid=ERuU6uEzXaAxz
4.1,Corrida de Rua,,2025-10-31,,,Disponível,Feminino,Amazon,QIJGS,Malha,"QIJGS Tênis de corrida feminino, esportivo, caminhada, treino, corrida, leve, confortável e relaxado",,158.88,,7,,,Cadarço,Acetato vinilo de etileno,https://m.media-amazon.com/images/I/61TLoY7kjyL._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/QIJGS-feminino-esportivo-caminhada-confort%C3%A1vel/dp/B0F3XLW4MD/ref=is_sr_s_dp_1?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-269&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12&xpid=ERuU6uEzXaAxz
4.1,Corrida de Rua,,2025-10-31,,,Disponível,Feminino,Amazon,QIJGS,Malha,"QIJGS Tênis de corrida feminino, esportivo, caminhada, treino, corrida, leve, confortável e relaxado",,158.88,37.15,7,,,Cadarço,Acetato vinilo de etileno,https://m.media-amazon.com/images/I/61TLoY7kjyL._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/QIJGS-feminino-esportivo-caminhada-confort%C3%A1vel/dp/B0F3XLW4MD/ref=sr_1_269?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-269&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12&xpid=ERuU6uEzXaAxz
4.4,Corrida de Rua,,2025-10-31,,,Disponível,Feminino,Amazon,Mizuno,Malha,Tênis Mizuno Feminino Wave Falcon 5 Corrida Azul Noite 101063063-104 39,,239.99,,2,,Wave,Cadarço,Borracha,https://m.media-amazon.com/images/I/51HYZbXTdoL._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/Mizuno-Feminino-Falcon-Corrida-101063063-104/dp/B0CD33PRSN/ref=sr_1_268?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-268&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678&xpid=ERuU6uEzXaAxz
4.7,Tênis Casuais,,2025-10-31,,,Disponível,,Amazon,Olympikus,Poliéster,Tênis Olympikus Asfalto,,169.99,37.15,52,,,Cadarço,Borracha sintética,https://m.media-amazon.com/images/I/61IUuIQGrfL._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/T%C3%AAnis-Olympikus-Asfalto-Masculino-Corrida/dp/B0CX1YSV3X/ref=is_sr_s_dp_4?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-267&xpid=ERuU6uEzXaAxz
4.7,Tênis Casuais,,2025-10-31,,,Disponível,,Amazon,Olympikus,Malha,Tênis Olympikus Asfalto,,169.99,37.15,52,,,Cadarço,Acetato vinilo de etileno,https://m.media-amazon.com/images/I/61AlzQ5I4ML._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/T%C3%AAnis-Olympikus-Asfalto-Masculino-Corrida/dp/B0CJ9ZW6DQ/ref=is_sr_s_dp_2?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-267&xpid=ERuU6uEzXaAxz
4.7,Corrida de Rua,,2025-10-31,5.92,,Verificar disponibilidade,,Amazon,Olympikus,Malha,Tênis Olympikus Asfalto,,34.95,37.15,52,,,Cadarço,Acetato vinilo de etileno,https://m.media-amazon.com/images/I/61RumuFMe6L._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/T%C3%AAnis-Olympikus-Asfalto-Masculino-Corrida/dp/B0CGKC2XF4/ref=is_sr_dp_1?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-267&xpid=ERuU6uEzXaAxz
4.7,Corrida de Rua,,2025-10-31,5.92,,Verificar disponibilidade,,Amazon,Olympikus,Malha,Tênis Olympikus Asfalto,,34.95,37.15,52,,,Cadarço,Acetato vinilo de etileno,https://m.media-amazon.com/images/I/61RumuFMe6L._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/T%C3%AAnis-Olympikus-Asfalto-Masculino-Corrida/dp/B0CGKC2XF4/ref=sr_1_267?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-267&xpid=ERuU6uEzXaAxz
4.5,Corrida de Rua,,2025-10-31,,,Verificar disponibilidade,Masculino,Amazon,adidas,Borracha,Tênis adidas Lite Racer 4.0 masculino,,433.73,37.15,1,,,Cadarço,Borracha sintética,https://m.media-amazon.com/images/I/71S2YDjNXsL._AC_SX395_SY395_QL70_ML2_.jpg,https://www.amazon.com.br/Adidas-Masculino-Corrida-Shadow-JI4950/dp/B0CMRYLSKX/ref=is_sr_dp_6?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-266&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678&xpid=ERuU6uEzXaAxz
4.5,Corrida de Rua,,2025-10-31,,,Verificar disponibilidade,Masculino,Amazon,adidas,Borracha,Tênis adidas Lite Racer 4.0 masculino,,413.27,37.15,1,,,Cadarço,Borracha sintética,https://m.media-amazon.com/images/I/71+zcArmzoL._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/Adidas-Masculino-Corrida-Shadow-JI4950/dp/B0CMSGLCVQ/ref=is_sr_dp_3?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-266&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678&xpid=ERuU6uEzXaAxz
4.5,Corrida de Rua,,2025-10-31,,,Verificar disponibilidade,Masculino,Amazon,adidas,Borracha,Tênis adidas Lite Racer 4.0 masculino,,603.55,37.15,1,,,Cadarço,Borracha sintética,https://m.media-amazon.com/images/I/61cLd7riEaL._AC_SY395_SX395_QL70_ML2_.jpg,https://www.amazon.com.br/Adidas-Masculino-Corrida-Shadow-JI4950/dp/B0CMS9YPCR/ref=is_sr_dp_2?crid=DLJ5Z8MJX9ZM&dib=eyJ2IjoiMSJ9.4I-GuCzSc5xJGX7hj2hkhMg80-LghxaSxIJINCUBU9nw5NrP6tAVM14IgSwyUbZiGIfyjjl1sU05U38eXHZOet5yg4HOzV8C7ga7GecCUtEvLsknXaD3BAuO3ZBHz9g7uqADFqTniq8c6DGMIYQgkUNXiFiX538y9SqfwvG3_8Ts6qg37gREQ5IPuW0cUhOPvIFaFlc0nHSxt0zqQ9GXlUT3-jj8Ya9g-9x1-vZUVwKoNyxuxLjgMhCNdrTyv5WwnweWm1M-SeVOuz012iThQfGeNpXQrRIIQhtfywYm5y0.L8bNMlXa-IO-4X5Hol4hs6ZuXpp2oqN1k89ZY17MZus&dib_tag=se&keywords=tenis+de+corrida&qid=1761925736&sprefix=tenis+de+corrida%2Caps%2C739&sr=8-266&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678&xpid=ERuU6uEzXaAxz
