name,url,image,audience score,price,pace,arch support,weight lab weight brand,lightweight,drop lab drop brand,strike pattern,midsole softness,difference in midsole softness in cold,toebox durability,heel padding durability,outsole durability,breathability,heel stack,forefoot stack,drop,flexibility / stiffness (new method),flexibility / stiffness (old method),brand,audience_score,price_usd,drop_mm,weight,weight_grams,trail terrain,heel stack lab heel stack brand,midsole width - forefoot,midsole width - heel,outsole thickness,weight (g),drop (mm),flexibility of the shoe (n),flexibility of the shoe (freezer 20 min) (n),flexibility of the shoe (% of change),"longitudinal flexibility (1-5 scale, 5 being the stiffest)","torsional flexibility (1-5 scale, 5 being the stiffest)",flexibility of the shoe (freezer 1 hour) (n),"longitudinal flexibility (on a 0-5 scale, 0 being the stiffest)","torsional flexibility (on a 0-5 scale, 0 being the stiffest)",agility and responsiveness,outsole hardness,fuelcell supercomp pacer v2
ASICS Dynablast 4,https://runrepeat.com/asics-dynablast-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40258/asics-dynablast-4-primary-21360206-720.jpg,92 Superb!,$110,Daily running,Neutral,9.2 oz / 262g 9.3 oz / 264g,,6.4 mm 8.0 mm,Mid/forefoot,23.0 HA,Small,Good,Good,Good,Warm,32.6 mm,26.2 mm,6.4 mm,11.4N,24.0N,ASICS,92,110.0,6.4,9.2 oz (262g),262.0,,,,,,,,,,,,,,,,,,
Brooks Levitate 6,https://runrepeat.com/brooks-levitate-6,https://cdn.runrepeat.com/storage/gallery/product_primary/39522/brooks-levitate-6-21189526-720.jpg,90 Great!,$150,Daily running,Neutral,10.7 oz / 304g 10.9 oz / 309g,✗,7.7 mm 8.0 mm,Mid/forefoot,19.8 HA,Small,Good,Good,Good,Breathable,34.3 mm,26.6 mm,7.7 mm,,24.0N,Brooks,90,150.0,7.7,10.7 oz (304g),304.0,,,,,,,,,,,,,,,,,,
Hoka Tecton X,https://runrepeat.com/hoka-tecton-x,https://cdn.runrepeat.com/storage/gallery/product_primary/38039/hoka-tecton-x-21236550-720.jpg,90 Great!,$200,,Neutral,8.6 oz / 245g 8.9 oz / 252g,✓,8.0 mm 5.0 mm,HeelMid/forefoot,37.0 HA,Small,-,-,-,-,35.3 mm,27.3 mm,8.0 mm,,50.0N,HOKA,90,200.0,8.0,,,Moderate,35.3 mm 33.0 mm,,,,,,,,,,,,,,,,
Saucony Ride 16,https://runrepeat.com/saucony-ride-16,https://cdn.runrepeat.com/storage/gallery/product_primary/39611/saucony-ride-16-21230525-720.jpg,87 Great!,$140,Daily running,Neutral,9.3 oz / 264g 8.8 oz / 250g,,7.9 mm 8.0 mm,Mid/forefoot,20.6 HA,Big,Bad,Bad,Good,5,33.3 mm,25.4 mm,7.9 mm,,15.6N,Saucony,87,140.0,7.9,9.3 oz (264g),264.0,,,,,,,,,,,,,,,,,,
La Sportiva Mutant,https://runrepeat.com/la-sportiva-mutant,https://cdn.runrepeat.com/storage/gallery/product_primary/17476/la-sportiva-mutant-21208131-720.jpg,87 Great!,$165,,Neutral,11.4 oz / 323g 10.7 oz / 303g,,11.3 mm 10.0 mm,Heel,36.1 HA,Small,Good,Good,Decent,Moderate,33.2 mm,21.9 mm,11.3 mm,,21.3N,La Sportiva,87,165.0,11.3,11.4 oz (323g),323.0,Technical,33.2 mm 26.0 mm,,,,,,,,,,,,,,,,
Brooks Launch 9,https://runrepeat.com/brooks-launch-9,https://cdn.runrepeat.com/storage/gallery/product_primary/38389/brooks-launch-9-main-image-16574974-720.jpg,87 Great!,$110,Daily runningTempo,Neutral,7.9 oz / 225g 8.1 oz / 230g,✓,9.4 mm 10.0 mm,HeelMid/forefoot,22.0 HA,Small,-,-,-,-,32.4 mm,23.0 mm,9.4 mm,,22.7N,Brooks,87,110.0,9.4,7.9 oz (225g),225.0,,,,,,,,,,,,,,,,,,
Altra VIA Olympus,https://runrepeat.com/altra-via-olympus,https://cdn.runrepeat.com/storage/gallery/product_primary/39358/altra-via-olympus-21232039-720.jpg,85 Good!,$170,Daily running,Neutral,10.5 oz / 299g 11 oz / 312g,✗,1.6 mm 0.0 mm,Mid/forefoot,25.6 HA,Big,-,Bad,-,Moderate,34.2 mm,32.6 mm,1.6 mm,,72.1N,Altra,85,170.0,1.6,10.5 oz (299g),299.0,,,,,,,,,,,,,,,,,,
Nike Revolution 6,https://runrepeat.com/nike-revolution-6,https://cdn.runrepeat.com/storage/gallery/product_primary/37827/nike-revolution-6-3-16360838-720.jpg,83 Good!,$65,Daily running,Neutral,9.2 oz / 262g 9.2 oz / 262g,,10.6 mm 10.0 mm,Heel,-,-,-,-,-,-,33.8 mm,23.1 mm,10.6 mm,,25.9N,Nike,83,65.0,10.6,9.2 oz (262g),262.0,,,109.2 mm,89.5 mm,,,,,,,,,,,,,,
Nike Alphafly 2,https://runrepeat.com/nike-air-zoom-alphafly-next-2,https://cdn.runrepeat.com/storage/gallery/product_primary/38919/nike-alphafly-2-21237174-720.jpg,84 Good!,$275,Competition,Neutral,8.5 oz / 240g 8.6 oz / 243g,✓,4.7 mm 8.0 mm,Mid/forefoot,19.1 HA,Small,Good,-,-,Breathable,38.6 mm,33.9 mm,4.7 mm,,69.7N,Nike,84,275.0,4.7,8.5 oz (240g),240.0,,,,,,,,,,,,,,,,,,
Hoka Rincon 4,https://runrepeat.com/hoka-rincon-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40442/hoka-rincon-4-21808523-720.jpg,80 Good!,$125,Daily running,Stability,8.1 oz / 231g 8 oz / 228g,✓,9.4 mm 5.0 mm,HeelMid/forefoot,14.3 HA,Big,Bad,Decent,Bad,Breathable,36.0 mm,26.6 mm,9.4 mm,16.1N,22.2N,HOKA,80,125.0,9.4,,,,,,,,,,,,,,,,,,,,
Adidas Adizero Adios 9,https://runrepeat.com/adidas-adizero-adios-9,https://cdn.runrepeat.com/storage/gallery/product_primary/40625/adidas-adizero-adios-9-22951892-720.jpg,91 Superb!,$140,CompetitionTempo,Neutral,6.2 oz / 176g 6.2 oz / 176g,✓,6.2 mm 7.0 mm,Mid/forefoot,16.0 HA,Small,Bad,Good,Good,Warm,25.0 mm,18.8 mm,6.2 mm,5.2N,,Adidas,91,140.0,6.2,6.2 oz (176g),176.0,,,,,,,,,,,,,,,,,,
Mizuno Wave Rebellion Pro,https://runrepeat.com/mizuno-wave-rebellion-pro,https://cdn.runrepeat.com/storage/gallery/product_primary/39470/mizuno-wave-rebellion-pro-21208143-720.jpg,90 Great!,$250,Competition,Neutral,7.5 oz / 214g 7.7 oz / 218g,✓,4.9 mm 4.5 mm,Mid/forefoot,30.4 HA,Small,Bad,Decent,Bad,Moderate,38.2 mm,33.3 mm,4.9 mm,,42.8N,Mizuno,90,250.0,4.9,7.5 oz (214g),214.0,,,,,,,,,,,,,,,,,,
Brooks Cascadia 17,https://runrepeat.com/brooks-cascadia-17,https://cdn.runrepeat.com/storage/gallery/product_primary/39683/brooks-cascadia-17-21189514-720.jpg,86 Good!,$140,,Neutral,11.6 oz / 329g 11 oz / 312g,,9.2 mm 8.0 mm,HeelMid/forefoot,25.5 HA,Normal,Bad,Bad,Good,Breathable,33.1 mm,23.9 mm,9.2 mm,,26.0N,Brooks,86,140.0,9.2,11.6 oz (329g),329.0,ModerateTechnical,33.1 mm,,,,,,,,,,,,,,,,
Nike ZoomX Invincible Run,https://runrepeat.com/nike-zoom-x-invincible-run,https://cdn.runrepeat.com/storage/gallery/product_primary/36848/nike-zoomx-invincible-run-hero-2-15915100-720.jpg,89 Great!,$180,Daily running,Neutral,9.8 oz / 278g 11.1 oz / 314g,,10.9 mm 9.0 mm,Heel,-,-,-,-,-,-,38.1 mm,27.2 mm,10.9 mm,,,Nike,89,180.0,10.9,9.8 oz (278g),278.0,,,118.4 mm,101.5 mm,3.8 mm,,,,,,,,,,,,,
ASICS GT 2000 10,https://runrepeat.com/asics-gt-2000-10,https://cdn.runrepeat.com/storage/gallery/product_primary/37585/asics-gt-2000-10-hero-2-15915137-720.jpg,89 Great!,$100,Daily running,Stability,9.9 oz / 281g 9.9 oz / 280g,,7.5 mm 8.0 mm,Mid/forefoot,-,-,-,-,-,-,31.5 mm,24.0 mm,7.5 mm,,22.1N,ASICS,89,100.0,7.5,9.9 oz (281g),281.0,,,111.7 mm,92.3 mm,,,,,,,,,,,,,,
Nike Downshifter 13,https://runrepeat.com/nike-downshifter-13,https://cdn.runrepeat.com/storage/gallery/product_primary/40278/nike-downshifter-13-21835224-720.jpg,77 Decent!,$75,Daily running,Neutral,9.3 oz / 265g 9.4 oz / 267g,,10.1 mm 10.0 mm,Heel,21.3 HA,Small,Decent,Good,Good,Moderate,32.2 mm,22.1 mm,10.1 mm,11.4N,17.5N,Nike,77,75.0,10.1,9.3 oz (265g),265.0,,,,,,,,,,,,,,,,,,
Topo Cyclone 2,https://runrepeat.com/topo-athletic-cyclone-2,https://cdn.runrepeat.com/storage/gallery/product_primary/39634/topo-cyclone-2-22532940-720.jpg,89 Great!,$150,Daily runningTempo,Neutral,6.7 oz / 190g 6.9 oz / 196g,✓,4.2 mm 5.0 mm,Mid/forefoot,22.6 HA,Normal,Bad,Good,Good,Breathable,26.2 mm,22.0 mm,4.2 mm,5.9N,13.6N,Topo Athletic,89,150.0,4.2,,,,,,,,,,,,,,,,,,,,
On Cloudultra 2,https://runrepeat.com/on-cloudultra-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40137/on-cloudultra-2-21216749-720.jpg,89 Great!,$180,,Neutral,10.4 oz / 296g 10.4 oz / 295g,,10.2 mm 6.0 mm,Heel,30.3 HA,Small,Bad,Decent,Good,Breathable,30.2 mm,20.0 mm,10.2 mm,8.1N,17.6N,On,89,180.0,10.2,,,Light,30.2 mm 27.0 mm,,,,,,,,,,,,,,,,
Reebok FloatZig 1,https://runrepeat.com/reebok-floatzig-1,https://cdn.runrepeat.com/storage/gallery/product_primary/40366/reebok-float-zig-1-22163624-720.jpg,89 Great!,$130,Daily running,Neutral,10.1 oz / 285g 9.8 oz / 277g,✗,7.0 mm 6.0 mm,HeelMid/forefoot,22.5 HA,Normal,Decent,Decent,Bad,Moderate,36.8 mm,29.8 mm,7.0 mm,14.0N,19.2N,Reebok,89,130.0,7.0,,,,,,,,,,,,,,,,,,,,
Adidas Adistar 3,https://runrepeat.com/adidas-adistar-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40426/adidas-adistar-3-21874493-720.jpg,89 Great!,$130,Daily running,Neutral,9.7 oz / 274g 9.5 oz / 270g,✗,10.5 mm 5.0 mm,Heel,14.8 HA,Normal,Bad,Decent,Good,Breathable,40.7 mm,30.2 mm,10.5 mm,12.3N,16.7N,Adidas,89,130.0,10.5,,,,,,,,,,,,,,,,,,,,
Brooks Beast GTS 23,https://runrepeat.com/brooks-beast-gts-23,https://cdn.runrepeat.com/storage/gallery/product_primary/40123/brooks-beast-gts-23-21189511-720.jpg,85 Good!,$160,Daily running,Stability,12.4 oz / 352g 11.9 oz / 337g,✗,11.9 mm 12.0 mm,Heel,25.3 HA,Big,Decent,Decent,Good,Moderate,36.4 mm,24.5 mm,11.9 mm,,21.3N,Brooks,85,160.0,11.9,12.4 oz (352g),352.0,,,,,,,,,,,,,,,,,,
Nike Run Swift 2,https://runrepeat.com/nike-run-swift-2,https://cdn.runrepeat.com/storage/gallery/product_primary/37828/nike-run-swift-2-hero-2-15915085-720.jpg,85 Good!,$70,Daily running,Neutral,10.3 oz / 291g 10.3 oz / 291g,,7.5 mm,Mid/forefoot,-,-,-,-,-,-,33.7 mm,26.2 mm,7.5 mm,,39.5N,Nike,85,70.0,7.5,10.3 oz (291g),291.0,,,111.8 mm,92.1 mm,,,,,,,,,,,,,,
ASICS Metaspeed Edge Tokyo,https://runrepeat.com/asics-metaspeed-edge-tokyo,https://cdn.runrepeat.com/storage/gallery/product_primary/40811/asics-metaspeed-edge-tokyo-23438085-720.jpg,86 Good!,$270,Competition,Neutral,5.6 oz / 159g 6 oz / 170g,✓,6.9 mm 5.0 mm,Mid/forefoot,11.5 HA,Small,Bad,Good,Good,Breathable,38.9 mm,32.0 mm,6.9 mm,15.8N,,ASICS,86,270.0,6.9,5.6 oz (159g),159.0,,,,,,,,,,,,,,,,,,
On Cloudvista,https://runrepeat.com/on-cloudvista,https://cdn.runrepeat.com/storage/gallery/product_primary/38405/on-cloudvista-2-21216750-720.jpg,89 Great!,$150,,Neutral,10.1 oz / 285g 9.9 oz / 280g,,10.3 mm 10.3 mm,Heel,23.5 HA,Big,Very bad,Bad,Good,Breathable,32.3 mm,22.0 mm,10.3 mm,,21.8N,On,89,150.0,10.3,10.1 oz (285g),285.0,Light,32.3 mm 32.3 mm,,,,,,,,,,,,,,,,
Nike Zoom Fly 5,https://runrepeat.com/nike-zoom-fly-5,https://cdn.runrepeat.com/storage/gallery/product_primary/39036/nike-zoom-fly-5-21237194-720.jpg,80 Good!,$160,Daily runningTempo,Neutral,9.8 oz / 279g 10.1 oz / 286g,✗,7.5 mm 8.0 mm,Mid/forefoot,11.0 HA,Normal,-,-,-,Warm,36.9 mm,29.4 mm,7.5 mm,,71.0N,Nike,80,160.0,7.5,9.8 oz (279g),279.0,,,,,,,,,,,,,,,,,,
ASICS Gel Contend 9,https://runrepeat.com/asics-gel-contend-9,https://cdn.runrepeat.com/storage/gallery/product_primary/40463/asics-gel-contend-9-22003046-720.jpg,79 Decent!,$70,Daily running,Neutral,9.7 oz / 275g 9.7 oz / 275g,✗,7.8 mm 8.0 mm,HeelMid/forefoot,21.6 HA,Small,Bad,Good,Decent,Moderate,31.2 mm,23.4 mm,7.8 mm,10.7N,16.1N,ASICS,79,70.0,7.8,,,,,,,,,,,,,,,,,,,,
Merrell Trail Glove 7,https://runrepeat.com/merrell-trail-glove-7,https://cdn.runrepeat.com/storage/gallery/product_primary/39722/merrell-trail-glove-7-21208137-720.jpg,84 Good!,$120,,Neutral,7.8 oz / 221g 9 oz / 255g,✓,0.1 mm 0.0 mm,Mid/forefoot,28.8 HA,Normal,Decent,Bad,Decent,Moderate,16.1 mm,16.0 mm,0.1 mm,,10.5N,Merrell,84,120.0,0.1,,,Light,16.1 mm 14.0 mm,,,,,,,,,,,,,,,,
HOKA Tecton X 3,https://runrepeat.com/hoka-tecton-x-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40457/hoka-tecton-x-3-22615639-720.jpg,84 Good!,$275,,Neutral,9.7 oz / 275g 10.3 oz / 292g,,6.9 mm 5.0 mm,Mid/forefoot,16.0 HA,Small,Good,Decent,Good,Moderate,37.8 mm,30.9 mm,6.9 mm,18.9N,44.8N,HOKA,84,275.0,6.9,,,LightModerate,37.8 mm 40.0 mm,,,,,,,,,,,,,,,,
New Balance FuelCell Propel v4,https://runrepeat.com/new-balance-fuelcell-propel-v4,https://cdn.runrepeat.com/storage/gallery/product_primary/39747/new-balance-fuel-cell-propel-v-4-21208171-720.jpg,86 Good!,$110,Daily running,Neutral,9.7 oz / 276g 10.7 oz / 302g,,4.5 mm 6.0 mm,Mid/forefoot,14.0 HA,Normal,Decent,Good,Good,Moderate,33.7 mm,29.2 mm,4.5 mm,12.6N,24.8N,New Balance,86,110.0,4.5,9.7 oz (276g),276.0,,,,,,,,,,,,,,,,,,
Topo MTN Racer 3,https://runrepeat.com/topo-athletic-mtn-racer-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40411/topo-mtn-racer-3-22653218-720.jpg,87 Great!,$150,,Neutral,10.1 oz / 286g 9.8 oz / 278g,,6.9 mm 5.0 mm,Mid/forefoot,21.5 HA,Small,Bad,Decent,Good,Moderate,33.5 mm,26.6 mm,6.9 mm,,22.2N,Topo Athletic,87,150.0,6.9,10.1 oz (286g),286.0,LightModerate,33.5 mm 33.5 mm,,,,,,,,,,,,,,,,
The North Face Vectiv Enduris 3,https://runrepeat.com/the-north-face-vectiv-enduris-3,https://cdn.runrepeat.com/storage/gallery/product_primary/39748/the-north-face-vectiv-enduris-3-22667087-720.jpg,90 Great!,$150,,Neutral,9.7 oz / 275g 10.8 oz / 307g,,11.6 mm 6.0 mm,Heel,20.0 HA,Normal,Good,Good,Good,Warm,35.8 mm,24.2 mm,11.6 mm,,16.7N,The North Face,90,150.0,11.6,9.7 oz (275g),275.0,Light,35.8 mm 30.0 mm,,,,,,,,,,,,,,,,
ASICS GlideRide 3,https://runrepeat.com/asics-glideride-3,https://cdn.runrepeat.com/storage/gallery/product_primary/38467/asics-glide-ride-3-21232026-720.jpg,90 Great!,$150,Daily running,Neutral,9.5 oz / 270g 9.4 oz / 266g,,11.1 mm 5.0 mm,Heel,14.0 HA,Big,-,Bad,-,4,42.7 mm,31.6 mm,11.1 mm,,40.3N,ASICS,90,150.0,11.1,9.5 oz (270g),270.0,,,,,,,,,,,,,,,,,,
Adidas Supernova Solution,https://runrepeat.com/adidas-supernova-solution,https://cdn.runrepeat.com/storage/gallery/product_primary/40583/adidas-supernova-solution-22345643-720.jpg,89 Great!,$140,Daily running,Stability,9.8 oz / 279g 9.8 oz / 278g,,10.0 mm 10.0 mm,HeelMid/forefoot,20.8 HA,Small,Decent,Bad,Decent,Moderate,33.1 mm,23.1 mm,10.0 mm,9.4N,16.2N,Adidas,89,140.0,10.0,9.8 oz (279g),279.0,,,,,,,,,,,,,,,,,,
Brooks Glycerin 19,https://runrepeat.com/brooks-glycerin-19,https://cdn.runrepeat.com/storage/gallery/product_primary/36668/brooks-glycerin-19-hero-2-15915109-720.jpg,89 Great!,$150,Daily running,Neutral,10.4 oz / 294g 10.2 oz / 289g,,11.8 mm 10.0 mm,Heel,-,-,-,-,-,-,38.1 mm,26.3 mm,11.8 mm,,,Brooks,89,150.0,11.8,10.4 oz (294g),294.0,,,117.3 mm,95.3 mm,3.9 mm,,,,,,,,,,,,,
Saucony Ride 14,https://runrepeat.com/saucony-ride-14,https://cdn.runrepeat.com/storage/gallery/product_primary/36958/saucony-ride-14-hero-2-15915094-720.jpg,89 Great!,$130,Daily running,Neutral,10.1 oz / 286g 9.9 oz / 281g,,9.5 mm 8.0 mm,HeelMid/forefoot,-,-,-,-,-,3,33.9 mm,24.4 mm,9.5 mm,,35.2N,Saucony,89,130.0,9.5,10.1 oz (286g),286.0,,,113.9 mm,,,,,,,,,,,,,,,
Saucony Kinvara 13,https://runrepeat.com/saucony-kinvara-13,https://cdn.runrepeat.com/storage/gallery/product_primary/37969/saucony-kinvara-13-21237220-720.jpg,89 Great!,$120,Tempo,Neutral,7.2 oz / 204g 7.2 oz / 204g,✓,4.5 mm 4.0 mm,Mid/forefoot,21.5 HA,Normal,-,-,-,-,26.9 mm,22.4 mm,4.5 mm,,13.8N,Saucony,89,120.0,4.5,7.2 oz (204g),204.0,,,,,,,,,,,,,,,,,,
Brooks Cascadia 16,https://runrepeat.com/brooks-cascadia-16,https://cdn.runrepeat.com/storage/gallery/product_primary/37372/brooks-cascadia-16-21189513-720.jpg,87 Great!,$130,,Neutral,10.9 oz / 310g 10.5 oz / 298g,,10.3 mm 8.0 mm,Heel,-,-,-,-,-,-,,,,,,Brooks,87,130.0,,,,Technical,32.3 mm 29.0 mm,,,,310,10.3,51.5,68.8,33.6,4,,,,,,,
Saucony Kinvara 15,https://runrepeat.com/saucony-kinvara-15,https://cdn.runrepeat.com/storage/gallery/product_primary/40428/saucony-kinvara-15-21929783-720.jpg,84 Good!,$120,Daily runningTempo,Neutral,6.8 oz / 194g 6.7 oz / 190g,✓,4.4 mm 4.0 mm,Mid/forefoot,23.8 HA,Small,Bad,Good,Good,Breathable,27.9 mm,23.5 mm,4.4 mm,9.1N,13.5N,Saucony,84,120.0,4.4,,,,,,,,,,,,,,,,,,,,
Altra Paradigm 7,https://runrepeat.com/altra-paradigm-7,https://cdn.runrepeat.com/storage/gallery/product_primary/40105/altra-paradigm-7-21161589-720.jpg,82 Good!,$170,Daily running,Stability,9.3 oz / 264g 9.8 oz / 279g,✗,0.1 mm 0.0 mm,Mid/forefoot,19.4 HA,Big,Decent,Decent,Good,Breathable,27.6 mm,27.5 mm,0.1 mm,12.5N,21.7N,Altra,82,170.0,0.1,,,,,,,,,,,,,,,,,,,,
ASICS Versablast 4,https://runrepeat.com/asics-versablast-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40748/asics-versablast-4-22980761-720.jpg,82 Good!,$80,Daily running,Neutral,10.2 oz / 288g 9.2 oz / 260g,,9.4 mm 10.0 mm,HeelMid/forefoot,22.5 HA,Small,Decent,Decent,Good,2,36.1 mm,26.7 mm,9.4 mm,14.7N,,ASICS,82,80.0,9.4,10.2 oz (288g),288.0,,,,,,,,,,,,,,,,,,
Nike Downshifter 12,https://runrepeat.com/nike-downshifter-12,https://cdn.runrepeat.com/storage/gallery/product_primary/39073/nike-downshifter-12-21237179-720.jpg,81 Good!,$70,Daily running,Neutral,9.9 oz / 280g 9.9 oz / 280g,,10.0 mm 10.0 mm,HeelMid/forefoot,26.0 HA,Normal,-,-,-,Moderate,31.7 mm,21.7 mm,10.0 mm,13.0N,36.7N,Nike,81,70.0,10.0,9.9 oz (280g),280.0,,,,,,,,,,,,,,,,,,
Altra Torin 7,https://runrepeat.com/altra-torin-7,https://cdn.runrepeat.com/storage/gallery/product_primary/39962/altra-torin-7-21161593-720.jpg,80 Good!,$150,Daily runningTempo,Neutral,9 oz / 255g 9.8 oz / 278g,,-0.8 mm 0.0 mm,Mid/forefoot,16.8 HA,Big,Decent,Decent,Decent,Breathable,27.6 mm,28.4 mm,-0.8 mm,14.1N,20.4N,Altra,80,150.0,0.8,9.0 oz (255g),255.0,,,,,,,,,,,,,,,,,,
On Cloudflyer 5,https://runrepeat.com/on-cloudflyer-5,https://cdn.runrepeat.com/storage/gallery/product_primary/40510/on-cloudflyer-5-22160203-720.jpg,83 Good!,$170,Daily running,Stability,11.6 oz / 329g 11.3 oz / 320g,,7.9 mm 10.0 mm,HeelMid/forefoot,28.0 HA,Normal,Good,Good,Good,Moderate,33.2 mm,25.3 mm,7.9 mm,14.8N,28.9N,On,83,170.0,7.9,11.6 oz (329g),329.0,,,,,,,,,,,,,,,,,,
Altra Olympus 5,https://runrepeat.com/altra-olympus-5,https://cdn.runrepeat.com/storage/gallery/product_primary/38960/altra-olympus-5-21232034-720.jpg,83 Good!,$170,,Neutral,11.5 oz / 325g 12.3 oz / 350g,,2.0 mm 0.0 mm,Mid/forefoot,23.0 HA,Normal,-,-,-,Moderate,33.0 mm,31.0 mm,2.0 mm,,31.9N,Altra,83,170.0,2.0,11.5 oz (325g),325.0,LightModerate,33.0 mm 33.0 mm,,,,,,,,,,,,,,,,
Nike Terra Kiger 9,https://runrepeat.com/nike-terra-kiger-9,https://cdn.runrepeat.com/storage/gallery/product_primary/39689/nike-terra-kiger-9-21212266-720.jpg,90 Great!,$150,,Neutral,10.2 oz / 288g 10.1 oz / 286g,,4.4 mm 3.0 mm,Mid/forefoot,17.3 HA,Normal,Very good,Decent,-,Moderate,30.1 mm,25.7 mm,4.4 mm,,23.5N,Nike,90,150.0,4.4,10.2 oz (288g),288.0,ModerateTechnical,30.1 mm 31.0 mm,,,,,,,,,,,,,,,,
Adidas Terrex Speed Ultra,https://runrepeat.com/adidas-terrex-speed-ultra,https://cdn.runrepeat.com/storage/gallery/product_primary/37193/adidas-terrex-speed-ultra-hero-2-15915081-720.jpg,90 Great!,$160,,Neutral,9.1 oz / 258g 9 oz / 255g,,8.2 mm 8.0 mm,HeelMid/forefoot,-,-,-,-,-,-,32.8 mm,24.6 mm,8.2 mm,,24.3N,Adidas,90,160.0,8.2,9.1 oz (258g),258.0,Light,32.8 mm 26.0 mm,110.6 mm,,,,,,,,,,,,,,,
ASICS Gel Cumulus 24,https://runrepeat.com/asics-gel-cumulus-24,https://cdn.runrepeat.com/storage/gallery/product_primary/38406/asics-gel-cumulus-24-21232030-720.jpg,89 Great!,$130,Daily running,Neutral,9.7 oz / 274g 10.1 oz / 286g,✗,8.6 mm 8.0 mm,HeelMid/forefoot,19.0 HA,Normal,-,-,-,-,33.5 mm,24.9 mm,8.6 mm,,26.8N,ASICS,89,130.0,8.6,9.7 oz (274g),274.0,,,,,,,,,,,,,,,,,,
Nike Wildhorse 8,https://runrepeat.com/nike-wildhorse-8,https://cdn.runrepeat.com/storage/gallery/product_primary/39682/nike-wildhorse-8-21212269-720.jpg,85 Good!,$130,,Neutral,11.3 oz / 319g 10.5 oz / 298g,,9.2 mm 8.0 mm,HeelMid/forefoot,16.0 HA,Big,Very bad,Bad,-,Moderate,34.2 mm,25.0 mm,9.2 mm,14.1N,21.7N,Nike,85,130.0,9.2,,,Moderate,34.2 mm 35.5 mm,,,,,,,,,,,,,,,,
On Cloudsurfer Trail,https://runrepeat.com/on-cloudsurfer-trail,https://cdn.runrepeat.com/storage/gallery/product_primary/40330/on-cloudsurfer-trail-21668402-720.jpg,85 Good!,$160,,Neutral,9.6 oz / 272g 9.6 oz / 272g,,10.7 mm 7.0 mm,Heel,26.4 HA,Small,Decent,Bad,Good,Moderate,37.4 mm,26.7 mm,10.7 mm,11.2N,20.0N,On,85,160.0,10.7,,,Light,37.4 mm 41.0 mm,,,,,,,,,,,,,,,,
Mizuno Wave Inspire 19,https://runrepeat.com/mizuno-wave-inspire-19,https://cdn.runrepeat.com/storage/gallery/product_primary/39514/mizuno-wave-inspire-19-21208140-720.jpg,88 Great!,$140,Daily running,Stability,10.3 oz / 293g 10.7 oz / 303g,,12.4 mm 12.0 mm,Heel,19.8 HA,Small,Decent,Decent,Good,3,38.2 mm,25.8 mm,12.4 mm,,16.1N,Mizuno,88,140.0,12.4,10.3 oz (293g),293.0,,,,,,,,,,,,,,,,,,
Altra Escalante Racer 2,https://runrepeat.com/altra-escalante-racer-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40374/altra-escalante-racer-2-21573288-720.jpg,87 Great!,$140,CompetitionTempo,Neutral,7.9 oz / 224g 7.9 oz / 224g,✓,1.1 mm 0.0 mm,Mid/forefoot,28.3 HA,Normal,Good,Decent,Good,Breathable,22.5 mm,21.4 mm,1.1 mm,,15.0N,Altra,87,140.0,1.1,7.9 oz (224g),224.0,,,,,,,,,,,,,,,,,,
Altra Rivera 3,https://runrepeat.com/altra-rivera-3,https://cdn.runrepeat.com/storage/gallery/product_primary/39518/altra-rivera-3-primary-21155046-720.jpg,88 Great!,$140,Daily running,Neutral,9.1 oz / 257g 9.8 oz / 278g,✗,1.7 mm 0.0 mm,Mid/forefoot,15.4 HA,Normal,Bad,Good,Good,Moderate,28.4 mm,26.7 mm,1.7 mm,,23.1N,Altra,88,140.0,1.7,9.1 oz (257g),257.0,,,,,,,,,,,,,,,,,,
Salomon Aero Glide,https://runrepeat.com/salomon-aero-glide,https://cdn.runrepeat.com/storage/gallery/product_primary/39695/salomon-aero-glide-21480886-720.jpg,88 Great!,$160,Daily running,Neutral,9.3 oz / 264g 9 oz / 254g,✗,11.0 mm 10.0 mm,Heel,20.6 HA,Small,Decent,Decent,Good,Moderate,35.2 mm,24.2 mm,11.0 mm,,23.0N,Salomon,88,160.0,11.0,9.3 oz (264g),264.0,,,,,,,,,,,,,,,,,,
Brooks Caldera 6,https://runrepeat.com/brooks-caldera-6,https://cdn.runrepeat.com/storage/gallery/product_primary/38393/brooks-caldera-6-21189512-720.jpg,88 Great!,$150,,Neutral,11.1 oz / 315g 11.1 oz / 314g,,12.1 mm 6.0 mm,Heel,17.0 HA,Small,Very good,Decent,Good,Moderate,38.4 mm,26.3 mm,12.1 mm,,26.5N,Brooks,88,150.0,12.1,11.1 oz (315g),315.0,LightModerate,38.4 mm 36.0 mm,,,,,,,,,,,,,,,,
