Marca,Modelo,Aprovado_Pista,Aprovado_Saltos,Aprovado_Arremessos,Aprovado_Estrada_Marcha,Aprovado_Cross_Country,Tem_Data_Validade,Validade_Inicio,Validade_Fim,Nome_Original_Completo
Nike,High Jump 3,True,True,True,True,True,False,,,High Jump 3
Nike,High Jump Elite,True,True,True,True,True,False,,,High Jump Elite
Nike,Javelin Elite 2,True,True,True,True,True,False,,,Javelin Elite 2
Nike,LJ 4,True,True,True,True,True,False,,,LJ 4
Nike,LJ Elite,True,True,True,True,True,False,,,LJ Elite
Nike,Mamba V6,True,True,True,True,True,False,,,Mamba V6
Nike,Maxfly 2,True,False,True,True,True,False,,,Maxfly 2
Nike,Pegasus Plus,False,False,False,True,True,False,,,Pegasus Plus
Nike,Pegasus Turbo 2,False,False,False,True,True,False,,,Pegasus Turbo 2
Nike,Pole Vault Elite,True,True,True,True,True,False,,,Pole Vault Elite
Nike,Rival Distance,True,True,True,True,True,False,,,Rival Distance
Nike,Rival Jump,True,True,True,True,True,False,,,Rival Jump
Nike,Rival Multi,True,True,True,True,True,False,,,Rival Multi
Nike,Rival Sprint,True,True,True,True,True,False,,,Rival Sprint
Nike,Rival Throw,True,True,True,True,True,True,11 FEB 2025,10 FEB 2026,"Rival Throw
VALID: 11 FEB 2025 - 10 FEB 2026"
Nike,Rotational 7,True,True,True,True,True,True,11 FEB 2025,10 FEB 2026,"Rotational 7
VALID: 11 FEB 2025 - 10 FEB 2026"
Nike,SD5,True,True,True,True,True,True,14 FEB 2025,13 FEB 2026,"SD5
VALID: 14 FEB 2025 - 13 FEB 2026"
Nike,Streakfly 2,False,False,False,True,True,False,,,Streakfly 2
Nike,Triple Jump Elite 2015,True,True,True,True,True,False,,,Triple Jump Elite 2015
Nike,Triple Jump Elite,True,True,True,True,True,False,,,Triple Jump Elite
Nike,Triple Jump Elite 3,True,True,True,True,True,False,,,Triple Jump Elite 3
Nike,Vaporfly 4,False,False,False,True,True,False,,,Vaporfly 4
Nike,Vaporfly 4%,False,False,False,True,True,False,,,Vaporfly 4%
Nike,Victory 2,True,True,True,True,True,False,,,Victory 2
Nike,Zoom 400,True,True,True,True,True,False,,,Zoom 400
Nike,Zoom Fly 3,False,False,False,True,True,False,,,Zoom Fly 3
Nike,Zoom Gravity,False,False,False,True,True,False,,,Zoom Gravity
Nike,Zoom Ja Fly,True,True,True,True,True,False,,,Zoom Ja Fly
Nike,Zoom Ja Fly 3,True,True,True,True,True,False,,,Zoom Ja Fly 3
Nike,Zoom Ja Fly 4,True,False,True,True,True,False,,,Zoom Ja Fly 4
Nike,Zoom Javelin Elite 3,True,True,True,True,True,False,,,Zoom Javelin Elite 3
Nike,Zoom Mamba V,True,True,True,True,True,False,,,Zoom Mamba V
Nike,Zoom Matumbo 3,True,True,True,True,True,False,,,Zoom Matumbo 3
Nike,Zoom Rival D 10,True,True,True,True,True,False,,,Zoom Rival D 10
Nike,Zoom Rival M 9,True,True,True,True,True,False,,,Zoom Rival M 9
Nike,Zoom Rival S 9,True,True,True,True,True,False,,,Zoom Rival S 9
Nike,Zoom Rival SD,True,True,True,True,True,False,,,Zoom Rival SD
Nike,Zoom Rotational,True,True,True,True,True,False,,,Zoom Rotational
Nike,Zoom SD 3,True,True,True,True,True,False,,,Zoom SD 3
Nike,Zoom SD 4,True,True,True,True,True,False,,,Zoom SD 4
Nike,Zoom Streak 6,False,False,False,True,True,False,,,Zoom Streak 6
Nike,Zoom Streak 7,False,False,False,True,True,False,,,Zoom Streak 7
Nike,Zoom Streak LT 3,False,False,False,True,True,False,,,Zoom Streak LT 3
Nike,Zoom Streak LT 4,False,False,False,True,True,False,,,Zoom Streak LT 4
Nike,Zoom Superfly Elite,True,True,True,True,True,False,,,Zoom Superfly Elite
Nike,Zoom Superfly Elite 2,True,True,True,True,True,False,,,Zoom Superfly Elite 2
Nike,Zoom Superfly R 3,True,True,True,True,True,False,,,Zoom Superfly R 3
Nike,Zoom Victory 2,True,True,True,True,True,False,,,Zoom Victory 2
Nike,Zoom Victory 3,True,True,True,True,True,False,,,Zoom Victory 3
Nike,Zoom Victory Elite,True,True,True,True,True,False,,,Zoom Victory Elite
Nike,Zoom Victory Elite 2,True,True,True,True,True,False,,,Zoom Victory Elite 2
Nike,ZoomX Dragonfly,True,True,True,True,True,False,,,ZoomX Dragonfly
Nike,ZoomX Dragonfly XC,True,True,True,True,True,False,,,ZoomX Dragonfly XC
Nike,ZoomX Streakfly,False,False,False,True,True,False,,,ZoomX Streakfly
Nike,ZoomX Vaporfly Next %,False,False,False,True,True,False,,,ZoomX Vaporfly Next %
Nike,ZoomX Vaporfly Next % 2,False,False,False,True,True,False,,,ZoomX Vaporfly Next % 2
Nike,ZoomX Vaporfly Next % 3,False,False,False,True,True,False,,,ZoomX Vaporfly Next % 3
OLYMPIKUS,Corre 3,False,False,False,True,True,False,,,Corre 3
OLYMPIKUS,Corre Grafeno,False,False,False,True,True,False,,,Corre Grafeno
OLYMPIKUS,Corre Grafeno 2,False,False,False,True,True,False,,,Corre Grafeno 2
OLYMPIKUS,CORRE GRAFENO3,False,False,False,True,True,False,,,CORRE GRAFENO3
OLYMPIKUS,Corre Supra,False,False,False,True,True,False,,,Corre Supra
OLYMPIKUS,CORRE SUPRA2,False,False,False,True,True,False,,,CORRE SUPRA2
OLYMPIKUS,Corre Trilha,False,False,False,True,True,False,,,Corre Trilha
OLYMPIKUS,CORRE TURBO,False,False,False,True,True,False,,,CORRE TURBO
OLYMPIKUS,Corre Vento,False,False,False,True,True,False,,,Corre Vento
OLYMPIKUS,Corre Vento 2,False,False,False,True,True,False,,,Corre Vento 2
OLYMPIKUS,CORRE4,False,False,False,True,True,False,,,CORRE4
ON,Cloudboom,False,False,False,True,True,False,,,Cloudboom
ON,Cloudboom 4,False,False,False,True,True,False,,,Cloudboom 4
ON,Cloudboom Echo,False,False,False,True,True,False,,,Cloudboom Echo
ON,Cloudboom Echo 3.0,False,False,False,True,True,False,,,Cloudboom Echo 3.0
ON,Cloudboom Strike,False,False,False,True,True,False,,,Cloudboom Strike
ON,Cloudboom Strike LS,False,False,False,True,True,False,,,Cloudboom Strike LS
ON,Cloudboom Strike LS Kuota,False,False,False,True,True,False,,,Cloudboom Strike LS Kuota
ON,Cloudflash,False,False,False,True,True,False,,,Cloudflash
ON,Cloudspike 1500m,True,False,True,True,True,False,,,Cloudspike 1500m
ON,Cloudspike Amplius 2,True,True,True,True,True,False,,,Cloudspike Amplius 2
ON,Cloudspike Citius 2,True,False,True,True,True,False,,,Cloudspike Citius 2
ON,Cloudspike Citius 2 LS,True,False,True,True,True,False,,,Cloudspike Citius 2 LS
ON,Cloudspike Dev 3,True,False,True,True,True,True,25 NOV 2024,24 NOV 2025,"Cloudspike Dev 3
VALID: 25 NOV 2024 - 24 NOV 2025"
ON,Cloudspike Dev 5,True,True,True,True,True,True,21 NOV 2024,20 NOV 2025,"Cloudspike Dev 5
VALID: 21 NOV 2024 - 20 NOV 2025"
ON,Cloudspike Sprint,True,True,True,True,True,False,,,Cloudspike Sprint
ON,Cloudspike Sprint 2,True,False,True,True,True,False,,,Cloudspike Sprint 2
ON,CLOUDSPIKE SPRINT V,True,False,True,True,True,False,,,CLOUDSPIKE SPRINT V
ON,Cloudspike Steeple 2,True,True,True,True,True,False,,,Cloudspike Steeple 2
ON,Cloudspike XC,True,False,True,True,True,False,,,Cloudspike XC
ON,CloudTri 1,False,False,False,True,True,False,,,CloudTri 1
ON,CloudTri 2,False,False,False,True,True,False,,,CloudTri 2
ORTUSEIGHT,Hypersonic 2.0,False,False,False,True,True,False,,,Hypersonic 2.0
ORTUSEIGHT,Solar,False,False,False,True,True,False,,,Solar
PEAK,PEAK 3D FORMULA RMS,False,False,False,True,True,True,15 JAN 2025,14 JAN 2026,"PEAK 3D FORMULA RMS
VALID: 15 JAN 2025 - 14 JAN 2026"
PEAK,PEAK UP30 3.0 ELITE,False,False,False,True,True,False,,,PEAK UP30 3.0 ELITE
PEAK,PEAK UP30 4.0 ELITE,False,False,False,True,True,False,,,PEAK UP30 4.0 ELITE
PEAK,PEAK UP30 4.0 ELITE PROTOTYPE,False,False,False,True,True,True,12 FEB 2025,11 FEB 2026,"PEAK UP30 4.0 ELITE PROTOTYPE
VALID: 12 FEB 2025 - 11 FEB 2026"
PEAK,PEAK UP30 4.0 PRO PROTOTYPE V2,False,False,False,True,True,True,13 MAR 2025,12 MAR 2026,"PEAK UP30 4.0 PRO PROTOTYPE V2
VALID: 13 MAR 2025 - 12 MAR 2026"
PEAK,PEAK UP30 PRO,False,False,False,True,True,False,,,PEAK UP30 PRO
Puma,Berserker Nitro Elite 2,True,False,True,True,True,False,,,Berserker Nitro Elite 2
Puma,Crossfox Nitro Elite,True,True,True,True,True,False,,,Crossfox Nitro Elite
Puma,Deviate Nitro,False,False,False,True,True,False,,,Deviate Nitro
Puma,Deviate Nitro Elite,False,False,False,True,True,False,,,Deviate Nitro Elite
Puma,Deviate Nitro Elite 2,False,False,False,True,True,False,,,Deviate Nitro Elite 2
Puma,Deviate Nitro Elite 3,False,False,False,True,True,False,,,Deviate Nitro Elite 3
Puma,Deviate Nitro Ion,False,False,False,True,True,False,,,Deviate Nitro Ion
Puma,Eternity Nitro,False,False,False,True,True,False,,,Eternity Nitro
Puma,evoSPEED Berserker Nitro Elite,True,False,True,True,True,False,,,evoSPEED Berserker Nitro Elite
Puma,evoSPEED Complete TFX Jump,True,True,True,True,True,False,,,evoSPEED Complete TFX Jump
Puma,evoSPEED Crossfox,True,True,True,True,True,False,,,evoSPEED Crossfox
Puma,evoSPEED Distance,True,True,True,True,True,False,,,evoSPEED Distance
Puma,evoSPEED Distance Nitro Elite+,True,False,True,True,True,False,,,evoSPEED Distance Nitro Elite+
Puma,evoSPEED Electric,True,False,True,True,True,False,,,evoSPEED Electric
Puma,evoSPEED Forte Nitro Elite,True,True,True,True,True,False,,,evoSPEED Forte Nitro Elite
Puma,evoSPEED FortePro Nitro Elite,True,False,True,True,True,False,,,evoSPEED FortePro Nitro Elite
Puma,evoSPEED Haraka 2,True,True,True,True,True,False,,,evoSPEED Haraka 2
Puma,evoSPEED High Jump,True,True,True,True,True,False,,,evoSPEED High Jump
Puma,evoSPEED High Jump Elite,True,True,True,True,True,False,,,evoSPEED High Jump Elite
Puma,evoSPEED High Jump Nitro Elite,True,True,True,True,True,False,,,evoSPEED High Jump Nitro Elite
Puma,evoSPEED High Jump Power,True,True,True,True,True,False,,,evoSPEED High Jump Power
Puma,evoSPEED Javelin,True,True,True,True,True,False,,,evoSPEED Javelin
Puma,evoSPEED Javelin Elite,True,True,True,True,True,False,,,evoSPEED Javelin Elite
Puma,evoSPEED Long Distance Nitro Elite,True,True,True,True,True,False,,,evoSPEED Long Distance Nitro Elite
Puma,evoSPEED Long Jump,True,True,True,True,True,False,,,evoSPEED Long Jump
Puma,evoSPEED Mid-Distance,True,True,True,True,True,False,,,evoSPEED Mid-Distance
Puma,evoSPEED Naio Jump Nitro Elite,True,True,True,True,True,False,,,evoSPEED Naio Jump Nitro Elite
Puma,evoSPEED Naio Nitro,True,False,True,True,True,False,,,evoSPEED Naio Nitro
Puma,evoSPEED Naio Nitro Elite,True,False,True,True,True,False,,,evoSPEED Naio Nitro Elite
Puma,evoSPEED Naio Nitro Elite 2,True,False,True,True,True,False,,,evoSPEED Naio Nitro Elite 2
Puma,evoSPEED Prep Sprint,True,False,True,True,True,False,,,evoSPEED Prep Sprint
Puma,evoSPEED Sprint,True,False,True,True,True,False,,,evoSPEED Sprint
Puma,evoSPEED Sprint Nitro 2 (evoSPEED Tokyo Nitro),True,False,True,True,True,False,,,evoSPEED Sprint Nitro 2 (evoSPEED Tokyo Nitro)
Puma,evoSPEED Sprint TFX,True,False,True,True,True,False,,,evoSPEED Sprint TFX
Puma,evoSPEED Star,True,True,True,True,True,False,,,evoSPEED Star
Puma,evoSpEED Throw,True,True,True,True,True,False,,,evoSpEED Throw
Puma,evoSPEED Tokyo Brush,True,True,True,True,True,False,,,evoSPEED Tokyo Brush
Puma,evoSPEED Tokyo Brush Mid,True,True,True,True,True,False,,,evoSPEED Tokyo Brush Mid
Puma,evoSPEED Tokyo Future,True,True,True,True,True,False,,,evoSPEED Tokyo Future
Puma,evoSPEED Tokyo Future Faster+,True,False,True,True,True,False,,,evoSPEED Tokyo Future Faster+
Puma,evoSPEED Tokyo Future Jump,True,True,True,True,True,False,,,evoSPEED Tokyo Future Jump
Puma,evoSPEED Tokyo Future Mid,True,True,True,True,True,False,,,evoSPEED Tokyo Future Mid
Puma,evoSPEED Tokyo Future Nitro Faster+,True,False,True,True,True,False,,,evoSPEED Tokyo Future Nitro Faster+
Puma,evoSPEED Tokyo Nitro,True,False,True,True,True,False,,,evoSPEED Tokyo Nitro
Puma,evoSPEED Tokyo Nitro 400,True,True,True,True,True,False,,,evoSPEED Tokyo Nitro 400
Puma,evoSPEED Tokyo Nitro Long Jump,True,True,True,True,True,False,,,evoSPEED Tokyo Nitro Long Jump
Puma,evoSPEED Triple Jump Nitro Elite,True,True,True,True,True,False,,,evoSPEED Triple Jump Nitro Elite
Puma,evoSPEED Triple Jump Power,True,True,True,True,True,False,,,evoSPEED Triple Jump Power
Puma,evoSPEED Triple Jump/PV,True,True,True,True,True,False,,,evoSPEED Triple Jump/PV
Puma,FAST-FWD Nitro Elite,False,False,False,True,True,False,,,FAST-FWD Nitro Elite
Puma,FAST-R Nitro Elite,False,False,False,True,True,False,,,FAST-R Nitro Elite
Puma,FAST-R Nitro Elite 2,False,False,False,True,True,False,,,FAST-R Nitro Elite 2
Puma,FAST-R Nitro Elite 3,False,False,False,True,True,False,,,FAST-R Nitro Elite 3
Puma,FAST-R Nitro Elite 3 - DEV,False,False,False,True,True,True,11 APR 2025,10 APR 2026,"FAST-R Nitro Elite 3 - DEV
VALID: 11 APR 2025 - 10 APR 2026"
Puma,Liberate Nitro,False,False,False,True,True,False,,,Liberate Nitro
Puma,Long Distance Nitro Elite 3,True,True,True,True,True,False,,,Long Distance Nitro Elite 3
Puma,Mid Distance Nitro Elite,True,True,True,True,True,False,,,Mid Distance Nitro Elite
Puma,Mid Distance Nitro Elite 3,True,True,True,True,True,False,,,Mid Distance Nitro Elite 3
Puma,Propio Nitro,True,True,True,True,True,False,,,Propio Nitro
Puma,Speed 100 R Ignite 2,False,False,False,True,True,False,,,Speed 100 R Ignite 2
Puma,Speed 300 Racer 2,False,False,False,True,True,False,,,Speed 300 Racer 2
Puma,Speed 500,False,False,False,True,True,False,,,Speed 500
Puma,Speed 600 2,False,False,False,True,True,False,,,Speed 600 2
Puma,Speed Sutamina,False,False,False,True,True,False,,,Speed Sutamina
Puma,UltraRide,False,False,False,True,True,False,,,UltraRide
Puma,Velocity Nitro,False,False,False,True,True,False,,,Velocity Nitro
Reebok,Floatride Energy X,False,False,False,True,True,False,,,Floatride Energy X
Reebok,RBTC Racer 1,True,False,True,True,True,False,,,RBTC Racer 1
Reebok,RBTC Racer 2,True,False,True,True,True,False,,,RBTC Racer 2
Reshod,Coach Carmen RW,True,True,True,True,True,False,,,Coach Carmen RW
Reshod,Pushover RW,True,True,True,True,True,False,,,Pushover RW
Salomon,Glide Max,False,False,False,True,True,False,,,Glide Max
Salomon,S/LAB 491616,False,False,False,True,True,True,05 MAY 2025,04 MAY 2026,"S/LAB 491616
VALID: 05 MAY 2025 - 04 MAY 2026"
Salomon,S/LAB Phantasm,True,True,True,True,True,False,,,S/LAB Phantasm
Salomon,S/LAB Phantasm 2,False,False,False,True,True,False,,,S/LAB Phantasm 2
Salomon,S/LAB PHANTASM 2 MADE IN FRANCE,False,False,False,True,True,False,,,S/LAB PHANTASM 2 MADE IN FRANCE
Salomon,S/LAB Phantasm CF,False,False,False,True,True,False,,,S/LAB Phantasm CF
Salomon,S/LAB STRATOS,True,True,True,True,True,False,,,S/LAB STRATOS
Saucony,Endorphin 3,True,True,True,True,True,False,,,Endorphin 3
Saucony,Endorphin Cheetah,True,True,True,True,True,False,,,Endorphin Cheetah
Saucony,Endorphin DVP3,False,False,False,True,True,False,,,Endorphin DVP3
Saucony,Endorphin Edge,False,False,False,True,True,False,,,Endorphin Edge
Saucony,Endorphin Elite,False,False,False,True,True,False,,,Endorphin Elite
Saucony,Endorphin Elite 2,False,False,False,True,True,False,,,Endorphin Elite 2
Saucony,Endorphin LD,True,True,True,True,True,False,,,Endorphin LD
Saucony,Endorphin Pro,False,False,False,True,True,False,,,Endorphin Pro
Saucony,Endorphin Pro 2,False,False,False,True,True,False,,,Endorphin Pro 2
Saucony,Endorphin Pro 3,False,False,False,True,True,False,,,Endorphin Pro 3
Saucony,Endorphin Pro 4,False,False,False,True,True,False,,,Endorphin Pro 4
Saucony,Endorphin Pro+,False,False,False,True,True,False,,,Endorphin Pro+
Saucony,Endorphin Shift,False,False,False,True,True,False,,,Endorphin Shift
Saucony,Endorphin Shift 2,False,False,False,True,True,False,,,Endorphin Shift 2
Saucony,Endorphin Speed,False,False,False,True,True,False,,,Endorphin Speed
Saucony,Endorphin Speed 2,False,False,False,True,True,False,,,Endorphin Speed 2
Saucony,Endorphin Speed 3,False,False,False,True,True,False,,,Endorphin Speed 3
Saucony,Fastwitch 9,True,True,True,True,True,False,,,Fastwitch 9
Saucony,Fastwitch 9 MH 2,True,True,True,True,True,False,,,Fastwitch 9 MH 2
Saucony,Freedom ISO,False,False,False,True,True,False,,,Freedom ISO
Saucony,Havok XC3 Flat,True,True,True,True,True,False,,,Havok XC3 Flat
Saucony,Havok XC3 Spike,True,True,True,True,True,False,,,Havok XC3 Spike
Saucony,Kilkenny XC9 Flat,True,True,True,True,True,False,,,Kilkenny XC9 Flat
Saucony,Kilkenny XC9 Spike,True,True,True,True,True,False,,,Kilkenny XC9 Spike
Saucony,Kinvara 12,False,False,False,True,True,False,,,Kinvara 12
Saucony,Kinvara 13,False,False,False,True,True,False,,,Kinvara 13
Saucony,Kinvara 14,False,False,False,True,True,False,,,Kinvara 14
Saucony,Lanzar Jav 2,False,False,False,True,False,False,,,Lanzar Jav 2
Saucony,Ride ISO,False,False,False,True,True,False,,,Ride ISO
Saucony,Soarin J2,True,True,True,True,True,False,,,Soarin J2
Saucony,Spitfire,True,True,True,True,True,False,,,Spitfire
Saucony,Tempus,False,False,False,True,True,False,,,Tempus
Saucony,Terminal VT,True,True,True,True,True,False,,,Terminal VT
Saucony,Type A8,True,True,True,True,True,False,,,Type A8
Saucony,Type A9,True,True,True,True,True,False,,,Type A9
Saucony,Unleash SD 2,True,True,True,True,True,False,,,Unleash SD 2
Saucony,Uplift HJ 2,True,True,True,True,True,False,,,Uplift HJ 2
SAYSH,Spike One,True,True,True,True,True,False,,,Spike One
Scott Sports,Pursuit,False,False,False,True,True,False,,,Pursuit
Scott Sports,Speed Carbon RC,False,False,False,True,True,False,,,Speed Carbon RC
Skechers,GO RUN ALPHA TEMPO,False,False,False,True,True,False,,,GO RUN ALPHA TEMPO
Skechers,GO RUN Speed Beast,False,False,False,True,True,False,,,GO RUN Speed Beast
Skechers,Speed 6,True,True,True,True,True,False,,,Speed 6
Skechers,Speed Elite,False,False,False,True,True,False,,,Speed Elite
Sonic Cat,Wake up,True,False,True,True,True,True,11 JUN 2025,10 JUN 2026,"Wake up
VALID: 11 JUN 2025 - 10 JUN 2026"
Speedland,Speedland RX:FPY,False,False,False,True,True,True,30 APR 2025,29 APR 2026,"Speedland RX:FPY
VALID: 30 APR 2025 - 29 APR 2026"
Techlete,70 Meter Ambitions,True,False,True,True,True,False,,,70 Meter Ambitions
Topo,Specter,False,False,False,True,True,False,,,Specter
Tracksmith Corporation,Eliot Racer,False,False,False,True,True,False,,,Eliot Racer
Tracksmith Corporation,Racer Dev6,False,False,False,True,True,True,13 FEB 2025,12 FEB 2026,"Racer Dev6
VALID: 13 FEB 2025 - 12 FEB 2026"
Under Armour,Centric Grip,True,True,True,True,True,False,,,Centric Grip
Under Armour,Flow Velociti Elite 2022,False,False,False,True,True,False,,,Flow Velociti Elite 2022
Under Armour,Hovr Miler 3,True,True,True,True,True,False,,,Hovr Miler 3
Under Armour,Hovr Shakedown,True,True,True,True,True,False,,,Hovr Shakedown
Under Armour,Hovr Shakedown Elite,True,True,True,True,True,False,,,Hovr Shakedown Elite
Under Armour,Hovr Silencer,True,True,True,True,True,False,,,Hovr Silencer
Under Armour,Hovr Skyline HJ,True,True,True,True,True,False,,,Hovr Skyline HJ
Under Armour,Hovr Skyline LJ,True,True,True,True,True,False,,,Hovr Skyline LJ
Under Armour,Hovr Skyline TJ,True,True,True,True,True,False,,,Hovr Skyline TJ
Under Armour,Hovr Smokerider,True,True,True,True,True,False,,,Hovr Smokerider
Under Armour,Kick Distance 3,True,True,True,True,True,False,,,Kick Distance 3
Under Armour,Kick Sprint 3,True,True,True,True,True,False,,,Kick Sprint 3
Under Armour,Shakedown Elite LD 3,True,True,True,True,True,False,,,Shakedown Elite LD 3
Under Armour,Speedform Miler 2,True,True,True,True,True,False,,,Speedform Miler 2
Under Armour,Sprint Pro 2,True,True,True,True,True,False,,,Sprint Pro 2
Under Armour,Sprint Pro 3,True,True,True,True,True,False,,,Sprint Pro 3
Under Armour,U Velociti Elite 2.0,False,False,False,True,True,False,,,U Velociti Elite 2.0
Under Armour,UA Shakedown Elite 3.5 MD,True,False,True,True,True,False,,,UA Shakedown Elite 3.5 MD
Under Armour,UA Shakedown Elite 3.5 MD DEV,True,False,True,True,True,True,12 FEB 2025,11 FEB 2026,"UA Shakedown Elite 3.5 MD DEV
VALID: 12 FEB 2025 - 11 FEB 2026"
Under Armour,UA U Silencer 2,True,True,True,True,True,False,,,UA U Silencer 2
Under Armour,UA Velociti Elite SL DEV,False,False,False,True,True,True,18 JUN 2025,17 JUN 2026,"UA Velociti Elite SL DEV
VALID: 18 JUN 2025 - 17 JUN 2026"
Under Armour,UA Velociti Racer 2 DEV2,False,False,False,True,True,True,02 MAY 2025,01 MAY 2026,"UA Velociti Racer 2 DEV2
VALID: 02 MAY 2025 - 01 MAY 2026"
Under Armour,Unicorn Spike,True,False,True,True,True,False,,,Unicorn Spike
Under Armour,Velociti Elite 3,False,False,False,True,True,False,,,Velociti Elite 3
Under Armour,Velociti Racer,True,True,True,True,True,False,,,Velociti Racer
Under Armour,Velociti Wind,False,False,False,True,True,False,,,Velociti Wind
Velaasa,Revolution & Northern Lights,True,True,True,True,True,False,,,Revolution & Northern Lights
Velaasa,Stones,True,True,True,True,True,False,,,Stones
Velaasa,Velaasa Rockets,True,True,True,True,True,False,,,Velaasa Rockets
Volanti,911 Dream,False,False,False,True,True,False,,,911 Dream
Volanti,Bolt 911 Black Sole,True,False,True,True,True,False,,,Bolt 911 Black Sole
Volanti,H2 Running Shoes,False,False,False,True,True,False,,,H2 Running Shoes
Volanti,Panda Running shoes,False,False,False,True,True,False,,,Panda Running shoes
Volanti,Racing Sun,False,False,False,True,True,False,,,Racing Sun
Volanti,Rocket Air Running shoes,False,False,False,True,True,False,,,Rocket Air Running shoes
Volanti,Rocket Air Ultrasonic Diamond,True,False,True,True,True,False,,,Rocket Air Ultrasonic Diamond
Volanti,Volanti Rocket Air Track Shoes,True,False,True,True,True,False,,,Volanti Rocket Air Track Shoes
Vulcabras Mizuno,Mizuno Base One,False,False,False,True,True,False,,,Mizuno Base One
Winglized - T&F Elite,Winglized Zeus 2,True,False,True,True,True,False,,,Winglized Zeus 2
Xtep,060 1.0,True,True,True,True,True,False,,,060 1.0
Xtep,160X,False,False,False,True,True,False,,,160X
Xtep,160X 3.0,False,False,False,True,True,False,,,160X 3.0
Xtep,160X 3.0 Pro,False,False,False,True,True,False,,,160X 3.0 Pro
Xtep,160X 3.5 Pro,False,False,False,True,True,False,,,160X 3.5 Pro
Xtep,160X 5.0,False,False,False,True,True,False,,,160X 5.0
Xtep,160X 5.0 Pro,False,False,False,True,True,False,,,160X 5.0 Pro
Xtep,160X 6.0 Pro,False,False,False,True,True,False,,,160X 6.0 Pro
Xtep,160X 6.5,False,False,False,True,True,False,,,160X 6.5
Xtep,160X 6.5 Pro,False,False,False,True,True,False,,,160X 6.5 Pro
Xtep,160X 7.0,False,False,False,True,True,False,,,160X 7.0
Xtep,160X 7.0 Pro,False,False,False,True,True,False,,,160X 7.0 Pro
Xtep,160X Elite,False,False,False,True,True,False,,,160X Elite
Xtep,160X JET,False,False,False,True,True,True,26 SEP 2025,25 SEP 2026,"160X JET
VALID: 26 SEP 2025 - 25 SEP 2026"
Xtep,160X2,False,False,False,True,True,False,,,160X2
Xtep,160XPro,False,False,False,True,True,False,,,160XPro
Xtep,TZ GLJ-1,True,True,True,True,True,False,,,TZ GLJ-1
Xtep Kids,Xtep 100 Feiling PRO,False,False,False,True,True,False,,,Xtep 100 Feiling PRO
Zhongqiao Sports_Qiaodan,FEITENG ML RACE,True,False,True,True,True,False,,,FEITENG ML RACE
Zhongqiao Sports_Qiaodan,FeiYing PB 2.0,False,False,False,True,True,False,,,FeiYing PB 2.0
Zhongqiao Sports_Qiaodan,FeiYing PB 3.0,False,False,False,True,True,False,,,FeiYing PB 3.0
Zhongqiao Sports_Qiaodan,FeiYing PB 4.0,False,False,False,True,True,False,,,FeiYing PB 4.0
Zhongqiao Sports_Qiaodan,FEIYING PB 5.0,False,False,False,True,True,False,,,FEIYING PB 5.0
Zhongqiao Sports_Qiaodan,FeiYing Plaid,False,False,False,True,True,False,,,FeiYing Plaid
Zhongqiao Sports_Qiaodan,FeiYing Plaid 1.5,False,False,False,True,True,False,,,FeiYing Plaid 1.5
Zhongqiao Sports_Qiaodan,FEIYING PLAID 2.0,False,False,False,True,True,False,,,FEIYING PLAID 2.0
Zhongqiao Sports_Qiaodan,QING HONG,False,False,False,True,True,False,,,QING HONG
